State,City,Turnout,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
Oregon,Florence,300,44.064723,-123.996747,1,place,,,,,Florence,OR,"Lane County",97439,US,"TIGER/Line® dataset from the US Census Bureau"
Oregon,Halfway,31,44.952248,-117.123753,1,place,,,,,Halfway,OR,"Baker County",97834,US,"TIGER/Line® dataset from the US Census Bureau"
Oregon,"Hood River",200,45.7054,-121.52146,1,place,,,,,"Hood River",OR,"Hood River County",97031,US,"TIGER/Line® dataset from the US Census Bureau"
Oregon,Joseph,300,45.406071,-117.073337,1,place,,,,,Joseph,OR,"Wallowa County",97846,US,"TIGER/Line® dataset from the US Census Bureau"
Oregon,"Klamath Falls",200,42.293293,-121.816873,1,place,,,,,"Klamath Falls",OR,"Klamath County",97601,US,"TIGER/Line® dataset from the US Census Bureau"
Oregon,"La Grande",400,45.29535,-118.164822,1,place,,,,,"La Grande",OR,"Union County",97850,US,"TIGER/Line® dataset from the US Census Bureau"
Oregon,McMinnville,700,45.187444,-123.237145,1,place,,,,,McMinnville,OR,"Yamhill County",97128,US,"TIGER/Line® dataset from the US Census Bureau"
Oregon,Newport,1500,44.63678,-124.05345,1,place,,,,,Newport,OR,"Lincoln County",97365,US,"TIGER/Line® dataset from the US Census Bureau"
Oregon,Pendleton,425,45.67208,-118.7886,1,place,,,,,Pendleton,OR,"Umatilla County",97801,US,"TIGER/Line® dataset from the US Census Bureau"
Oregon,"Port Orford",290,42.703155,-124.45094,1,place,,,,,"Port Orford",OR,"Curry County",97465,US,"TIGER/Line® dataset from the US Census Bureau"
Oregon,Portland,100000,45.507856,-122.690794,1,place,,,,,Portland,OR,"Multnomah County",97201,US,"TIGER/Line® dataset from the US Census Bureau"
Oregon,Salem,2000,44.94878,-123.003655,1,place,,,,,Salem,OR,"Marion County",97301,US,"TIGER/Line® dataset from the US Census Bureau"
Oregon,Sandy,0,45.388551,-122.172544,1,place,,,,,Sandy,OR,"Clackamas County",97055,US,"TIGER/Line® dataset from the US Census Bureau"
Oregon,Tillamook,300,45.461952,-123.740874,1,place,,,,,Tillamook,OR,"Tillamook County",97141,US,"TIGER/Line® dataset from the US Census Bureau"
Oregon,Welches,0,45.327305,-121.973561,1,place,,,,,Welches,OR,"Clackamas County",97067,US,"TIGER/Line® dataset from the US Census Bureau"
Pennsylvania,Beaver,300,40.69534,-80.30478,1,place,,,,,Beaver,PA,"Beaver County",15009,US,"TIGER/Line® dataset from the US Census Bureau"
Pennsylvania,Bethlehem,500,40.58883,-75.351958,1,place,,,,,Bethlehem,PA,"Northampton County",18015,US,"TIGER/Line® dataset from the US Census Bureau"
Pennsylvania,Bloomsburg,50,41.005609,-76.430563,1,place,,,,,Bloomsburg,PA,"Columbia County",17815,US,"TIGER/Line® dataset from the US Census Bureau"
Pennsylvania,Doylestown,2000,40.31011,-75.12989,1,place,,,,,Doylestown,PA,"Bucks County",18901,US,"TIGER/Line® dataset from the US Census Bureau"
Pennsylvania,Erie,2500,42.121293,-80.088919,1,place,,,,,Erie,PA,"Erie County",16501,US,"TIGER/Line® dataset from the US Census Bureau"
Pennsylvania,Harrisburg,1100,40.258655,-76.894376,1,place,,,,,Harrisburg,PA,"Dauphin County",17101,US,"TIGER/Line® dataset from the US Census Bureau"
Pennsylvania,Indiana,150,40.621272,-79.080422,1,place,,,,,Indiana,PA,"Indiana County",15701,US,"TIGER/Line® dataset from the US Census Bureau"
Pennsylvania,Lancaster,100,40.076553,-76.31068,1,place,,,,,Lancaster,PA,"Lancaster County",17601,US,"TIGER/Line® dataset from the US Census Bureau"
Pennsylvania,Lewisburg,175,40.969642,-76.948072,1,place,,,,,Lewisburg,PA,"Union County",17837,US,"TIGER/Line® dataset from the US Census Bureau"
Pennsylvania,Philadelphia,50000,40.001811,-75.11787,1,place,,,,,Philadelphia,PA,"Philadelphia County",19019,US,"TIGER/Line® dataset from the US Census Bureau"
Pennsylvania,Pittsburgh,25000,40.47441,-79.950968,1,place,,,,,Pittsburgh,PA,"Allegheny County",15201,US,"TIGER/Line® dataset from the US Census Bureau"
Pennsylvania,Reading,100,40.357242,-75.940153,1,place,,,,,Reading,PA,"Berks County",19601,US,"TIGER/Line® dataset from the US Census Bureau"
Pennsylvania,Riegelsville,170,40.567316,-75.236191,1,place,,,,,Riegelsville,PA,"Bucks County",18077,US,"TIGER/Line® dataset from the US Census Bureau"
Pennsylvania,Selinsgrove,120,40.825914,-76.857577,1,place,,,,,Selinsgrove,PA,"Snyder County",17870,US,"TIGER/Line® dataset from the US Census Bureau"
Pennsylvania,Sharon,700,41.23311,-80.4934,1,place,,,,,Sharon,PA,"Mercer County",16146,US,"TIGER/Line® dataset from the US Census Bureau"
Pennsylvania,"State College",400,40.77893,-77.841359,1,place,,,,,"State College",PA,"Centre County",16801,US,"TIGER/Line® dataset from the US Census Bureau"
Pennsylvania,"West Chester",175,39.980107,-75.610503,1,place,,,,,"West Chester",PA,"Chester County",19380,US,"TIGER/Line® dataset from the US Census Bureau"
"Puerto Rico",Mayaguez,0,18.181938,-67.133802,1,place,,,,,Mayaguez,PR,"Mayagez Municipio",00680,US,"TIGER/Line® dataset from the US Census Bureau"
"Puerto Rico","San Juan",0,18.465901,-66.103568,1,place,,,,,"San Juan",PR,"San Juan Municipio",00901,US,"TIGER/Line® dataset from the US Census Bureau"
"Puerto Rico",Santurce,0,18.452679,-66.078113,0.9,place,,,,,Santurce,PR,"Mayagez Municipio",00907,US,"TIGER/Line® dataset from the US Census Bureau"
"Puerto Rico",Vieques,200,18.123347,-65.460356,1,place,,,,,Vieques,PR,"Vieques Municipio",00765,US,"TIGER/Line® dataset from the US Census Bureau"
"Rhode Island",Providence,5000,41.82275,-71.414451,1,place,,,,,Providence,RI,"Providence County",02901,US,"TIGER/Line® dataset from the US Census Bureau"
"South Carolina",Beaufort,0,32.424353,-80.565343,1,place,,,,,Beaufort,SC,"Beaufort County",29901,US,"TIGER/Line® dataset from the US Census Bureau"
"South Carolina",Charleston,2000,32.780326,-79.940844,1,place,,,,,Charleston,SC,"Charleston County",29401,US,"TIGER/Line® dataset from the US Census Bureau"
"South Carolina",Clemson,500,34.681567,-82.815832,1,place,,,,,Clemson,SC,"Pickens County",29631,US,"TIGER/Line® dataset from the US Census Bureau"
"South Carolina",Columbia,2500,33.987454,-81.024864,1,place,,,,,Columbia,SC,"Richland County",29201,US,"TIGER/Line® dataset from the US Census Bureau"
"South Carolina",Greenville,2000,34.848567,-82.402871,1,place,,,,,Greenville,SC,"Greenville County",29601,US,"TIGER/Line® dataset from the US Census Bureau"
"South Dakota",Pierre,130,44.334073,-100.094195,1,place,,,,,Pierre,SD,"Hughes County",57501,US,"TIGER/Line® dataset from the US Census Bureau"
"South Dakota","Rapid City",1000,44.145868,-103.206866,1,place,,,,,"Rapid City",SD,"Pennington County",57701,US,"TIGER/Line® dataset from the US Census Bureau"
"South Dakota","Sioux Falls",3300,43.546358,-96.69063,1,place,,,,,"Sioux Falls",SD,"Minnehaha County",57101,US,"TIGER/Line® dataset from the US Census Bureau"
"South Dakota",Vermillion,500,42.854124,-96.973318,1,place,,,,,Vermillion,SD,"Clay County",57069,US,"TIGER/Line® dataset from the US Census Bureau"
Tennessee,Chattanooga,3000,35.017818,-85.206426,1,place,,,,,Chattanooga,TN,"Hamilton County",37401,US,"TIGER/Line® dataset from the US Census Bureau"
Tennessee,Jonesborough,1000,36.289189,-82.489065,1,place,,,,,Jonesborough,TN,"Washington County",37659,US,"TIGER/Line® dataset from the US Census Bureau"
Tennessee,Knoxville,2000,36.032334,-83.884804,1,place,,,,,Knoxville,TN,"Knox County",37901,US,"TIGER/Line® dataset from the US Census Bureau"
Tennessee,Memphis,9000,35.169255,-89.990415,1,place,,,,,Memphis,TN,"Shelby County",37501,US,"TIGER/Line® dataset from the US Census Bureau"
Tennessee,Murfreesboro,0,35.762951,-86.372158,1,place,,,,,Murfreesboro,TN,"Rutherford County",37127,US,"TIGER/Line® dataset from the US Census Bureau"
Tennessee,Nashville,15000,36.165688,-86.778098,1,place,,,,,Nashville,TN,"Davidson County",37201,US,"TIGER/Line® dataset from the US Census Bureau"
Tennessee,"Oak Ridge",500,36.019381,-84.243175,1,place,,,,,"Oak Ridge",TN,"Anderson County",37830,US,"TIGER/Line® dataset from the US Census Bureau"
Texas,Abilene,200,32.576489,-99.665323,1,place,,,,,Abilene,TX,"Taylor County",79601,US,"TIGER/Line® dataset from the US Census Bureau"
Texas,Alpine,96,30.357926,-103.66029,1,place,,,,,Alpine,TX,"Brewster County",79830,US,"TIGER/Line® dataset from the US Census Bureau"
Texas,Amarillo,500,35.20603,-101.839602,1,place,,,,,Amarillo,TX,"Potter County",79101,US,"TIGER/Line® dataset from the US Census Bureau"
Texas,Austin,45000,30.326374,-97.771258,1,place,,,,,Austin,TX,"Travis County",73301,US,"TIGER/Line® dataset from the US Census Bureau"
Texas,Beaumont,200,30.073712,-94.109705,1,place,,,,,Beaumont,TX,"Jefferson County",77701,US,"TIGER/Line® dataset from the US Census Bureau"
Texas,Brownsville,300,25.963264,-97.550453,1,place,,,,,Brownsville,TX,"Cameron County",78520,US,"TIGER/Line® dataset from the US Census Bureau"
Texas,"College Station",50,30.609093,-96.325984,1,place,,,,,"College Station",TX,"Brazos County",77840,US,"TIGER/Line® dataset from the US Census Bureau"
Texas,"Corpus Christi",24,27.797802,-97.399067,1,place,,,,,"Corpus Christi",TX,"Nueces County",78401,US,"TIGER/Line® dataset from the US Census Bureau"
Texas,Dallas,5000,32.781179,-96.790329,1,place,,,,,Dallas,TX,"Dallas County",75201,US,"TIGER/Line® dataset from the US Census Bureau"
Texas,Denton,2500,33.220974,-97.146038,1,place,,,,,Denton,TX,"Denton County",76201,US,"TIGER/Line® dataset from the US Census Bureau"
Texas,"Eagle Pass",60,28.781057,-100.312766,1,place,,,,,"Eagle Pass",TX,"Maverick County",78852,US,"TIGER/Line® dataset from the US Census Bureau"
Texas,"El Paso",1000,31.763608,-106.484592,1,place,,,,,"El Paso",TX,"El Paso County",79901,US,"TIGER/Line® dataset from the US Census Bureau"
Texas,"Fort Worth",7000,32.771419,-97.291484,1,place,,,,,"Fort Worth",TX,"Tarrant County",76101,US,"TIGER/Line® dataset from the US Census Bureau"
Texas,Houston,22000,29.813142,-95.309789,1,place,,,,,Houston,TX,"Harris County",77001,US,"TIGER/Line® dataset from the US Census Bureau"
Texas,Lubbock,350,33.588771,-101.850445,1,place,,,,,Lubbock,TX,"Lubbock County",79401,US,"TIGER/Line® dataset from the US Census Bureau"
Texas,Marfa,80,30.351902,-104.018475,1,place,,,,,Marfa,TX,"Presidio County",79843,US,"TIGER/Line® dataset from the US Census Bureau"
Texas,Midland,50,31.992384,-102.081464,1,place,,,,,Midland,TX,"Midland County",79701,US,"TIGER/Line® dataset from the US Census Bureau"
Texas,Nacogdoches,250,31.558383,-94.504452,1,place,,,,,Nacogdoches,TX,"Nacogdoches County",75961,US,"TIGER/Line® dataset from the US Census Bureau"
Texas,"San Antonio",1500,29.468413,-98.528889,1,place,,,,,"San Antonio",TX,"Bexar County",78201,US,"TIGER/Line® dataset from the US Census Bureau"
Texas,"Wichita Falls",175,33.905544,-98.479881,1,place,,,,,"Wichita Falls",TX,"Wichita County",76301,US,"TIGER/Line® dataset from the US Census Bureau"
"United States Virgin Islands","St. Croix",500,0,0,0,,,,,,,,,,,
"United States Virgin Islands","St. John",200,0,0,0,,,,,,,,,,,
"United States Virgin Islands","St. Thomas",300,0,0,0,,,,,,,,,,,
Utah,Bluff,48,37.29134,-109.5698,1,place,,,,,Bluff,UT,"San Juan County",84512,US,"TIGER/Line® dataset from the US Census Bureau"
Utah,Kanab,175,37.04749,-112.52631,1,place,,,,,Kanab,UT,"Kane County",84741,US,"TIGER/Line® dataset from the US Census Bureau"
Utah,Logan,50,41.717722,-111.836493,1,place,,,,,Logan,UT,"Cache County",84321,US,"TIGER/Line® dataset from the US Census Bureau"
Utah,Moab,275,38.5804,-109.54019,1,place,,,,,Moab,UT,"Grand County",84532,US,"TIGER/Line® dataset from the US Census Bureau"
Utah,Ogden,300,41.244261,-112.007924,1,place,,,,,Ogden,UT,"Weber County",84201,US,"TIGER/Line® dataset from the US Census Bureau"
Utah,"Park City",8000,40.652531,-111.501916,1,place,,,,,"Park City",UT,"Summit County",84060,US,"TIGER/Line® dataset from the US Census Bureau"
Utah,"Saint George",1400,37.185679,-113.609837,1,place,,,,,"Saint George",UT,"Washington County",84770,US,"TIGER/Line® dataset from the US Census Bureau"
Utah,"Salt Lake City",5700,40.756095,-111.900719,1,place,,,,,"Salt Lake City",UT,"Salt Lake County",84101,US,"TIGER/Line® dataset from the US Census Bureau"
Vermont,Brattleboro,250,42.884281,-72.760753,1,place,,,,,Brattleboro,VT,"Windham County",05301,US,"TIGER/Line® dataset from the US Census Bureau"
Vermont,Killington,82,43.656951,-72.782713,1,place,,,,,Killington,VT,"Rutland County",05751,US,"TIGER/Line® dataset from the US Census Bureau"
Vermont,Montpelier,20000,44.19906,-72.559638,1,place,,,,,Montpelier,VT,"Washington County",05601,US,"TIGER/Line® dataset from the US Census Bureau"
Virginia,Alexandria,17,38.819853,-77.059645,1,place,,,,,Alexandria,VA,"Alexandria city",22301,US,"TIGER/Line® dataset from the US Census Bureau"
Virginia,Arlington,0,38.885484,-77.099113,1,place,,,,,Arlington,VA,"Arlington County",22201,US,"TIGER/Line® dataset from the US Census Bureau"
Virginia,Charlottesville,1000,38.026588,-78.48045,1,place,,,,,Charlottesville,VA,"Charlottesville city",22902,US,"TIGER/Line® dataset from the US Census Bureau"
Virginia,Floyd,200,36.895714,-80.327524,1,place,,,,,Floyd,VA,"Floyd County",24091,US,"TIGER/Line® dataset from the US Census Bureau"
Virginia,Norfolk,2000,36.895911,-76.208521,1,place,,,,,Norfolk,VA,"Norfolk city",23501,US,"TIGER/Line® dataset from the US Census Bureau"
Virginia,Onley,60,37.69096,-75.71604,1,place,,,,,Onley,VA,"Accomack County",23418,US,"TIGER/Line® dataset from the US Census Bureau"
Virginia,Richmond,2000,37.524246,-77.493157,1,place,,,,,Richmond,VA,"Richmond city",23218,US,"TIGER/Line® dataset from the US Census Bureau"
Virginia,Roanoke,4000,37.274175,-79.95786,1,place,,,,,Roanoke,VA,"Roanoke city",24001,US,"TIGER/Line® dataset from the US Census Bureau"
Virginia,"St. John",200,0,0,0,,,,,,,,,,,
Virginia,Staunton,100,38.157368,-79.065116,1,place,,,,,Staunton,VA,"Staunton city",24401,US,"TIGER/Line® dataset from the US Census Bureau"
Virginia,Williamsburg,850,37.310451,-76.746769,1,place,,,,,Williamsburg,VA,"Williamsburg city",23186,US,"TIGER/Line® dataset from the US Census Bureau"
Virginia,Winchester,1000,39.169668,-78.16856,1,place,,,,,Winchester,VA,"Winchester city",22601,US,"TIGER/Line® dataset from the US Census Bureau"
Virginia,Woodstock,400,38.918791,-78.512429,1,place,,,,,Woodstock,VA,"Shenandoah County",22664,US,"TIGER/Line® dataset from the US Census Bureau"
Washington,Anacortes,1200,48.499172,-122.607111,1,place,,,,,Anacortes,WA,"Skagit County",98221,US,"TIGER/Line® dataset from the US Census Bureau"
Washington,"Bainbridge Island",12,47.647774,-122.538016,1,place,,,,,"Bainbridge Island",WA,"Kitsap County",98110,US,"TIGER/Line® dataset from the US Census Bureau"
Washington,Bellingham,7500,48.754092,-122.508129,1,place,,,,,Bellingham,WA,"Whatcom County",98225,US,"TIGER/Line® dataset from the US Census Bureau"
Washington,Chelan,450,47.876985,-120.07775,1,place,,,,,Chelan,WA,"Chelan County",98816,US,"TIGER/Line® dataset from the US Census Bureau"
Washington,Eastsound,250,48.659128,-122.867603,1,place,,,,,Eastsound,WA,"San Juan County",98245,US,"TIGER/Line® dataset from the US Census Bureau"
Washington,Ephrata,250,47.31764,-119.55365,1,place,,,,,Ephrata,WA,"Grant County",98823,US,"TIGER/Line® dataset from the US Census Bureau"
Washington,Forks,35,47.95036,-124.38549,1,place,,,,,Forks,WA,"Clallam County",98331,US,"TIGER/Line® dataset from the US Census Bureau"
Washington,"Friday Harbor",1500,48.538181,-123.068323,1,place,,,,,"Friday Harbor",WA,"San Juan County",98250,US,"TIGER/Line® dataset from the US Census Bureau"
Washington,Issaquah,56,47.497419,-122.010699,1,place,,,,,Issaquah,WA,"King County",98027,US,"TIGER/Line® dataset from the US Census Bureau"
Washington,Kingston,40,47.834483,-122.547078,1,place,,,,,Kingston,WA,"Kitsap County",98346,US,"TIGER/Line® dataset from the US Census Bureau"
Washington,Langley,1500,48.031815,-122.458831,1,place,,,,,Langley,WA,"Island County",98260,US,"TIGER/Line® dataset from the US Census Bureau"
Washington,Longview,200,46.181872,-123.057597,1,place,,,,,Longview,WA,"Cowlitz County",98632,US,"TIGER/Line® dataset from the US Census Bureau"
Washington,"Mount Vernon",100,48.435248,-122.208184,1,place,,,,,"Mount Vernon",WA,"Skagit County",98273,US,"TIGER/Line® dataset from the US Census Bureau"
Washington,"Ocean Shores",150,47.071971,-124.152461,1,place,,,,,"Ocean Shores",WA,"Grays Harbor County",98569,US,"TIGER/Line® dataset from the US Census Bureau"
Washington,Olympia,10000,46.984767,-122.869079,1,place,,,,,Olympia,WA,"Thurston County",98501,US,"TIGER/Line® dataset from the US Census Bureau"
Washington,"Port Angeles",200,48.051108,-123.360411,1,place,,,,,"Port Angeles",WA,"Clallam County",98362,US,"TIGER/Line® dataset from the US Census Bureau"
Washington,"Port Townsend",300,48.018572,-122.849683,1,place,,,,,"Port Townsend",WA,"Jefferson County",98368,US,"TIGER/Line® dataset from the US Census Bureau"
Washington,Richland,1000,46.28569,-119.28446,1,place,,,,,Richland,WA,"Benton County",99352,US,"TIGER/Line® dataset from the US Census Bureau"
Washington,Seattle,175000,47.432251,-121.803388,1,place,,,,,Seattle,WA,"King County",98060,US,"TIGER/Line® dataset from the US Census Bureau"
Washington,Sequim,100,48.06773,-123.080362,1,place,,,,,Sequim,WA,"Clallam County",98382,US,"TIGER/Line® dataset from the US Census Bureau"
Washington,Spokane,8000,47.66264,-117.435997,1,place,,,,,Spokane,WA,"Spokane County",99201,US,"TIGER/Line® dataset from the US Census Bureau"
Washington,Twisp,800,48.36348,-120.1223,1,place,,,,,Twisp,WA,"Okanogan County",98856,US,"TIGER/Line® dataset from the US Census Bureau"
Washington,Vancouver,150,45.678996,-122.720499,1,place,,,,,Vancouver,WA,"Clark County",98660,US,"TIGER/Line® dataset from the US Census Bureau"
Washington,Vashon,250,47.41219,-122.47255,1,place,,,,,Vashon,WA,"King County",98070,US,"TIGER/Line® dataset from the US Census Bureau"
Washington,"Walla Walla",2000,46.1341,-118.291407,1,place,,,,,"Walla Walla",WA,"Walla Walla County",99362,US,"TIGER/Line® dataset from the US Census Bureau"
Washington,Wenatchee,2000,47.573816,-120.351884,1,place,,,,,Wenatchee,WA,"Chelan County",98801,US,"TIGER/Line® dataset from the US Census Bureau"
Washington,Yakima,850,46.722625,-120.406039,1,place,,,,,Yakima,WA,"Yakima County",98901,US,"TIGER/Line® dataset from the US Census Bureau"
"Washington DC","Washington DC",500000,38.911936,-77.016719,1,place,,,,,Washington,DC,"District of Columbia",20001,US,"TIGER/Line® dataset from the US Census Bureau"
"West Virginia",Charleston,3000,38.350719,-81.630359,1,place,,,,,Charleston,WV,"Kanawha County",25301,US,"TIGER/Line® dataset from the US Census Bureau"
"West Virginia",Fairmont,100,39.494115,-80.221282,1,place,,,,,Fairmont,WV,"Marion County",26554,US,"TIGER/Line® dataset from the US Census Bureau"
Wisconsin,Appleton,3,44.275702,-88.370856,1,place,,,,,Appleton,WI,"Outagamie County",54911,US,"TIGER/Line® dataset from the US Census Bureau"
Wisconsin,Bayfield,400,46.853517,-90.915934,1,place,,,,,Bayfield,WI,"Bayfield County",54814,US,"TIGER/Line® dataset from the US Census Bureau"
Wisconsin,"Eau Claire",250,44.75653,-91.473097,1,place,,,,,"Eau Claire",WI,"Eau Claire County",54701,US,"TIGER/Line® dataset from the US Census Bureau"
Wisconsin,"Fort Atkinson",200,42.926467,-88.841626,1,place,,,,,"Fort Atkinson",WI,"Jefferson County",53538,US,"TIGER/Line® dataset from the US Census Bureau"
Wisconsin,"Green Bay",200,44.480778,-88.016063,1,place,,,,,"Green Bay",WI,"Brown County",54301,US,"TIGER/Line® dataset from the US Census Bureau"
Wisconsin,Hillsboro,40,43.6522,-90.34402,1,place,,,,,Hillsboro,WI,"Vernon County",54634,US,"TIGER/Line® dataset from the US Census Bureau"
Wisconsin,"La Crosse",88,43.806197,-91.140529,1,place,,,,,"La Crosse",WI,"La Crosse County",54601,US,"TIGER/Line® dataset from the US Census Bureau"
Wisconsin,Madison,8750,43.06956,-89.423861,1,place,,,,,Madison,WI,"Dane County",53701,US,"TIGER/Line® dataset from the US Census Bureau"
Wisconsin,Marquette,1000,43.746464,-89.138441,1,place,,,,,Marquette,WI,"Green Lake County",53947,US,"TIGER/Line® dataset from the US Census Bureau"
Wisconsin,Menomonie,400,44.867809,-91.943198,1,place,,,,,Menomonie,WI,"Dunn County",54751,US,"TIGER/Line® dataset from the US Census Bureau"
Wisconsin,Milwaukee,1,43.011264,-87.958409,1,place,,,,,Milwaukee,WI,"Milwaukee County",53201,US,"TIGER/Line® dataset from the US Census Bureau"
Wisconsin,Plymouth,200,43.768454,-87.975773,1,place,,,,,Plymouth,WI,"Sheboygan County",53073,US,"TIGER/Line® dataset from the US Census Bureau"
Wisconsin,Sheboygan,300,43.71011,-87.735217,1,place,,,,,Sheboygan,WI,"Sheboygan County",53081,US,"TIGER/Line® dataset from the US Census Bureau"
Wisconsin,Wausau,200,44.963304,-89.704051,1,place,,,,,Wausau,WI,"Marathon County",54401,US,"TIGER/Line® dataset from the US Census Bureau"
Wyoming,Casper,650,42.859875,-106.312561,1,place,,,,,Casper,WY,"Natrona County",82601,US,"TIGER/Line® dataset from the US Census Bureau"
Wyoming,Cheyenne,1750,41.092356,-104.936269,1,place,,,,,Cheyenne,WY,"Laramie County",82001,US,"TIGER/Line® dataset from the US Census Bureau"
Wyoming,Cody,500,44.52634,-109.05653,1,place,,,,,Cody,WY,"Park County",82414,US,"TIGER/Line® dataset from the US Census Bureau"
Wyoming,"Jackson Hole",1000,43.452793,-110.739266,1,place,,,,,Jackson,WY,"Teton County",83001,US,"TIGER/Line® dataset from the US Census Bureau"
Wyoming,Lander,350,42.920832,-108.591264,1,place,,,,,Lander,WY,"Fremont County",82520,US,"TIGER/Line® dataset from the US Census Bureau"
Wyoming,Pinedale,150,42.849757,-109.938968,1,place,,,,,Pinedale,WY,"Sublette County",82941,US,"TIGER/Line® dataset from the US Census Bureau"
Wyoming,"Rock Springs",0,41.634515,-109.149045,1,place,,,,,"Rock Springs",WY,"Sweetwater County",82901,US,"TIGER/Line® dataset from the US Census Bureau"
